Company,Agency,Seniority,Rating Code,Market,Rating,Rating Date,Watch Code,Watch Eff Date,Outlook,Outlook Eff Date,Rating Endorsement,Affirmation Date
Sanofi SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,A+,2019-06-18,,,,,,
Sanofi SA,Fitch,Long-term Issuer Default Rating,FDL,Foreign,AA-,2005-11-09,,,,,,
Metsa Board Oyj,S&P,Senior Unsecured,SSU,Foreign,B+,2014-03-05,--,,--,,EUR,
Metsa Board Oyj,S&P,Senior Unsecured,SSU,Foreign,B-,2010-08-23,,,,,,
Metsa Board Oyj,S&P,Senior Unsecured,SSU,Foreign,CCC+,2009-01-16,,,,,,
Metsa Board Oyj,S&P,Senior Unsecured,SSU,Foreign,B-,2007-10-22,,,,,,
Metsa Board Oyj,S&P,Senior Unsecured,SSU,Foreign,B,2007-03-21,,,,,,
Metsa Board Oyj,S&P,Senior Unsecured,SSU,Foreign,B+,2006-08-04,,,,,,
Metsa Board Oyj,S&P,Senior Unsecured,SSU,Domestic,BBB-,2018-02-28,--,,--,,EURUKE,2025-08-25
Metsa Board Oyj,S&P,Senior Unsecured,SSU,Domestic,BB+,2016-02-24,,,,,,
Metsa Board Oyj,S&P,Senior Unsecured,SSU,Domestic,BB,2015-02-18,,,,,,
Metsa Board Oyj,S&P,Senior Unsecured,SSU,Domestic,B+,2014-03-05,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,BBB-,2018-02-28,--,,NEGATIVE,2025-08-25,EURUKE,2025-08-25
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,BB+,2016-02-24,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,BB,2015-02-18,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,B+,2013-12-05,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,B,2013-08-21,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,B-,2010-08-23,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,CCC+,2009-01-16,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,B-,2007-10-22,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,B,2007-03-21,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,B+,2006-08-04,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,BB-,2006-02-08,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,BB,2005-03-04,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,BB+,2003-12-17,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,BBB-,2001-06-27,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,BBB,1998-11-30,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,BBB-,2018-02-28,--,,NEGATIVE,2025-08-25,EURUKE,2025-08-25
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,BB+,2016-02-24,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,BB,2015-02-18,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,B+,2013-12-05,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,B,2013-08-21,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,B-,2010-08-23,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,CCC+,2009-01-16,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,B-,2007-10-22,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,B,2007-03-21,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,B+,2006-08-04,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,BB-,2006-02-08,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,BB,2005-03-04,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,BB+,2003-12-17,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,BBB-,2001-06-27,,,,,,
Metsa Board Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,BBB,1998-11-30,,,,,,
Metsa Board Oyj,S&P,Long-term Senior Unsecured MTN Rating,SMU,Domestic,NR,2013-10-15,--,,--,,--,
Metsa Board Oyj,S&P,Short-term Issuer Credit Rating,SIS,Foreign,A-3,2018-02-28,--,,--,,EURUKE,2025-08-25
Metsa Board Oyj,S&P,Short-term Issuer Credit Rating,SIS,Foreign,B,2010-08-23,,,,,,
Metsa Board Oyj,S&P,Short-term Issuer Credit Rating,SIS,Foreign,C,2009-01-16,,,,,,
Metsa Board Oyj,S&P,Short-term Issuer Credit Rating,SIS,Foreign,B,2003-12-17,,,,,,
Metsa Board Oyj,S&P,Short-term Issuer Credit Rating,SIS,Foreign,A-3,2000-05-31,,,,,,
Metsa Board Oyj,S&P,Short-term Issuer Credit Rating,SIS,Domestic,A-3,2018-02-28,--,,--,,EURUKE,2025-08-25
Metsa Board Oyj,S&P,Short-term Issuer Credit Rating,SIS,Domestic,B,2010-08-23,,,,,,
Metsa Board Oyj,S&P,Short-term Issuer Credit Rating,SIS,Domestic,C,2009-01-16,,,,,,
Metsa Board Oyj,S&P,Short-term Issuer Credit Rating,SIS,Domestic,B,2003-12-17,,,,,,
Metsa Board Oyj,S&P,Short-term Issuer Credit Rating,SIS,Domestic,A-3,2000-05-31,,,,,,
Metsa Board Oyj,Moody's,Senior Unsecured,MSU,Foreign,WR,2013-04-01,--,,--,,EUR,
Metsa Board Oyj,Moody's,Senior Unsecured,MSU,Foreign,B3,2010-09-01,,,,,,
Metsa Board Oyj,Moody's,Senior Unsecured,MSU,Foreign,Caa1,2009-02-13,,,,,,
Metsa Board Oyj,Moody's,Senior Unsecured,MSU,Foreign,WR,2008-12-22,,,,,,
Metsa Board Oyj,Moody's,Senior Unsecured,MSU,Foreign,B3,2007-03-09,,,,,,
Metsa Board Oyj,Moody's,Senior Unsecured,MSU,Foreign,B2,2006-07-06,,,,,,
Metsa Board Oyj,Moody's,Senior Unsecured,MSU,Domestic,Baa3,2025-08-08,--,,--,,EURUKE,2025-11-17
Metsa Board Oyj,Moody's,Senior Unsecured,MSU,Domestic,Baa2,2025-05-22,,,,,,
Metsa Board Oyj,Moody's,Senior Unsecured,MSU,Domestic,WR,2019-03-13,,,,,,
Metsa Board Oyj,Moody's,Senior Unsecured,MSU,Domestic,Baa3,2019-01-23,,,,,,
Metsa Board Oyj,Moody's,Senior Unsecured,MSU,Domestic,Ba1,2017-08-18,,,,,,
Metsa Board Oyj,Moody's,Senior Unsecured,MSU,Domestic,Ba2,2015-06-22,,,,,,
Metsa Board Oyj,Moody's,Senior Unsecured,MSU,Domestic,B1,2014-11-27,,,,,,
Metsa Board Oyj,Moody's,Senior Unsecured,MSU,Domestic,B2,2014-03-19,,,,,,
Metsa Board Oyj,Moody's,Senior Unsecured,MSU,Domestic,WR,2013-05-14,,,,,,
Metsa Board Oyj,Moody's,Probability of Default Rating,MPD,Foreign,WR,2019-01-23,--,,--,,EUR,
Metsa Board Oyj,Moody's,Probability of Default Rating,MPD,Foreign,Ba1-PD,2017-08-18,,,,,,
Metsa Board Oyj,Moody's,Probability of Default Rating,MPD,Foreign,Ba2-PD,2015-06-22,,,,,,
Metsa Board Oyj,Moody's,Probability of Default Rating,MPD,Foreign,B1-PD,2014-11-27,,,,,,
Metsa Board Oyj,Moody's,Probability of Default Rating,MPD,Foreign,B2-PD,2013-05-15,,,,,,
Metsa Board Oyj,Moody's,Probability of Default Rating,MPD,Foreign,B3-PD,2010-09-01,,,,,,
Metsa Board Oyj,Moody's,Probability of Default Rating,MPD,Foreign,Caa1,2009-02-13,,,,,,
Metsa Board Oyj,Moody's,Probability of Default Rating,MPD,Foreign,B3,2007-04-04,,,,,,
Metsa Board Oyj,Moody's,Probability of Default Rating,MPD,Domestic,WR,2019-01-23,--,,--,,EUR,
Metsa Board Oyj,Moody's,Probability of Default Rating,MPD,Domestic,Ba1-PD,2017-08-18,,,,,,
Metsa Board Oyj,Moody's,Probability of Default Rating,MPD,Domestic,Ba2-PD,2015-06-22,,,,,,
Metsa Board Oyj,Moody's,Probability of Default Rating,MPD,Domestic,B1-PD,2014-11-27,,,,,,
Metsa Board Oyj,Moody's,Probability of Default Rating,MPD,Domestic,B2-PD,2013-05-15,,,,,,
Metsa Board Oyj,Moody's,Probability of Default Rating,MPD,Domestic,B3-PD,2010-09-01,,,,,,
Metsa Board Oyj,Moody's,Probability of Default Rating,MPD,Domestic,Caa1,2009-02-13,,,,,,
Metsa Board Oyj,Moody's,Probability of Default Rating,MPD,Domestic,B3,2007-04-04,,,,,,
Metsa Board Oyj,Moody's,Long-term Issuer Rating,MIS,Foreign,WR,2005-08-16,--,,--,,--,
Metsa Board Oyj,Moody's,Long-term Issuer Rating,MIS,Foreign,Ba1,2003-10-30,,,,,,
Metsa Board Oyj,Moody's,Long-term Issuer Rating,MIS,Domestic,Baa3,2025-08-08,--,,--,,EURUKE,2025-11-17
Metsa Board Oyj,Moody's,Long-term Issuer Rating,MIS,Domestic,Baa2,2022-12-01,,,,,,
Metsa Board Oyj,Moody's,Long-term Issuer Rating,MIS,Domestic,Baa3,2019-01-23,,,,,,
Metsa Board Oyj,Moody's,Long-term Issuer Rating,MIS,Domestic,WR,2005-08-16,,,,,,
Metsa Board Oyj,Moody's,Long-term Issuer Rating,MIS,Domestic,Ba2,2004-11-11,,,,,,
Metsa Board Oyj,Moody's,Long-term Issuer Rating,MIS,Domestic,Ba1,2003-10-30,,,,,,
Metsa Board Oyj,Moody's,LGD Senior Unsecured,MGU,Domestic,WR **,2019-01-23,--,,--,,--,
Metsa Board Oyj,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD4 - 63%,2017-08-18,,,,,,
Metsa Board Oyj,Moody's,LGD Senior Unsecured,MGU,Domestic,LGD4 - 57%,2014-03-19,,,,,,
Metsa Board Oyj,Moody's,Derived Long-term Issuer Rating,MDL,Domestic,Baa3,2025-11-17,--,,NEG,2025-11-17,EURUKE,
Metsa Board Oyj,Moody's,Corporate Family Rating,MCF,Domestic,WR,2019-01-23,--,,--,,EUR,
Metsa Board Oyj,Moody's,Corporate Family Rating,MCF,Domestic,Ba1,2017-08-18,,,,,,
Metsa Board Oyj,Moody's,Corporate Family Rating,MCF,Domestic,Ba2,2015-06-22,,,,,,
Metsa Board Oyj,Moody's,Corporate Family Rating,MCF,Domestic,B1,2014-11-27,,,,,,
Metsa Board Oyj,Moody's,Corporate Family Rating,MCF,Domestic,B2,2013-05-15,,,,,,
Metsa Board Oyj,Moody's,Corporate Family Rating,MCF,Domestic,B3,2010-09-01,,,,,,
Metsa Board Oyj,Moody's,Corporate Family Rating,MCF,Domestic,Caa1,2009-02-13,,,,,,
Metsa Board Oyj,Moody's,Corporate Family Rating,MCF,Domestic,B3,2007-03-09,,,,,,
Metsa Board Oyj,Moody's,Corporate Family Rating,MCF,Domestic,B2,2006-07-06,,,,,,
Metsa Board Oyj,Moody's,Corporate Family Rating,MCF,Domestic,Ba3,2006-02-28,,,,,,
Metsa Board Oyj,Moody's,Corporate Family Rating,MCF,Domestic,Ba2,2004-11-11,,,,,,
Metsa Board Oyj,Moody's,Corporate Family Rating,MCF,Domestic,Ba1,2003-10-30,,,,,,
Metso Oyj,S&P,Senior Unsecured,SSU,Domestic,NR,2025-11-04,--,,--,,--,
Metso Oyj,S&P,Senior Unsecured,SSU,Domestic,BBB,2023-04-24,,,,,,
Metso Oyj,S&P,Senior Unsecured,SSU,Domestic,BBB-,2020-03-25,,,,,,
Metso Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,NR,2025-11-04,--,,--,,--,
Metso Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,BBB,2023-04-24,,,,,,
Metso Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,BBB-,2020-08-27,,,,,,
Metso Oyj,S&P,Long-term Issuer Rating,SPI,Foreign,BBB-,2019-10-08,,,,,,
Metso Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,NR,2025-11-04,--,,--,,--,
Metso Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,BBB,2023-04-24,,,,,,
Metso Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,BBB-,2020-08-27,,,,,,
Metso Oyj,S&P,Long-term Issuer Rating,SPI,Domestic,BBB-,2019-10-08,,,,,,
Metso Oyj,S&P,Long-term Senior Unsecured MTN Rating,SMU,Domestic,BBB-,2020-11-20,--,,--,,EURUKE,2022-05-02
Metso Oyj,Moody's,Senior Unsecured,MSU,Domestic,Baa2,2019-11-21,--,,--,,EURUKE,2025-12-22
Metso Oyj,Moody's,Long-term Senior Unsecured MTN Rating,MMU,Foreign,(P)Baa2 *,2020-11-16,--,,--,,EURUKE,2025-12-22
Metso Oyj,Moody's,Long-term Senior Unsecured MTN Rating,MMU,Domestic,(P)Baa2 *,2020-11-16,--,,--,,EURUKE,2025-12-22
Metso Oyj,Moody's,Long-term Issuer Rating,MIS,Foreign,Baa2,2019-10-08,--,,--,,EURUKE,2025-12-22
Metso Oyj,Moody's,Long-term Issuer Rating,MIS,Domestic,Baa2,2019-10-08,--,,--,,EURUKE,2025-12-22
Metso Oyj,Moody's,Derived Long-term Issuer Rating,MDL,Foreign,Baa2,2025-12-22,--,,POS,2025-12-22,EURUKE,
Metso Oyj,Dominion Bond Rating Service (DBRS),Long-term Issuer,DIS,Foreign,BBB **,2024-07-31,--,,--,,EUR,
Metso Oyj,Dominion Bond Rating Service (DBRS),Long-term Issuer,DIS,Domestic,BBB **,2024-07-31,--,,Stb,2025-07-21,EUR,2025-07-21
MM SpA,S&P,Senior Secured,SSE,Domestic,NR,2022-05-12,--,,--,,--,
MM SpA,S&P,Senior Secured,SSE,Domestic,BBB,2017-11-13,,,,,,
MM SpA,S&P,Senior Secured,SSE,Domestic,BBB-,2016-12-23,,,,,,
MM SpA,S&P,Long-term Issuer Rating,SPI,Foreign,NR,2022-05-12,--,,--,,--,
MM SpA,S&P,Long-term Issuer Rating,SPI,Foreign,BBB,2017-11-13,,,,,,
MM SpA,S&P,Long-term Issuer Rating,SPI,Foreign,BBB-,2016-12-23,,,,,,
MM SpA,S&P,Long-term Issuer Rating,SPI,Foreign,BBB-,2016-05-10,,,,,,
MM SpA,S&P,Long-term Issuer Rating,SPI,Domestic,NR,2022-05-12,--,,--,,--,
MM SpA,S&P,Long-term Issuer Rating,SPI,Domestic,BBB,2017-11-13,,,,,,
MM SpA,S&P,Long-term Issuer Rating,SPI,Domestic,BBB-,2016-12-23,,,,,,
MM SpA,S&P,Long-term Issuer Rating,SPI,Domestic,BBB-,2016-05-10,,,,,,
MM SpA,Moody's,Senior Secured,MSE,Domestic,Baa2,2025-11-26,--,,--,,EURUKE,
MM SpA,Moody's,Senior Secured,MSE,Domestic,Baa3,2018-10-24,,,,,,
MM SpA,Moody's,Senior Secured,MSE,Domestic,Baa2,2016-12-21,,,,,,
MM SpA,Moody's,Long-term Issuer Rating,MIS,Foreign,Baa2,2025-11-26,--,,--,,EURUKE,
MM SpA,Moody's,Long-term Issuer Rating,MIS,Foreign,Baa3,2018-10-24,,,,,,
MM SpA,Moody's,Long-term Issuer Rating,MIS,Foreign,Baa2,2016-05-10,,,,,,
MM SpA,Moody's,Long-term Issuer Rating,MIS,Domestic,Baa2,2025-11-26,--,,--,,EURUKE,
MM SpA,Moody's,Long-term Issuer Rating,MIS,Domestic,Baa3,2018-10-24,,,,,,
MM SpA,Moody's,Long-term Issuer Rating,MIS,Domestic,Baa2,2016-05-10,,,,,,
MM SpA,Moody's,Derived Long-term Issuer Rating,MDL,Foreign,Baa2,2025-11-26,--,,STA,2025-11-26,EURUKE,
MOL Magyar Olaj es Gazipari Nyrt,S&P,Senior Unsecured,SSU,Foreign,BBB-,2020-10-02,--,,--,,EURUKE,2024-11-25
MOL Magyar Olaj es Gazipari Nyrt,S&P,Senior Unsecured,SSU,Foreign,BB,2016-04-21,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,S&P,Senior Unsecured,SSU,Foreign,NR,2015-10-06,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,S&P,Senior Unsecured,SSU,Foreign,BB,2013-12-20,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,S&P,Senior Unsecured,SSU,Foreign,BB+,2008-11-25,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,S&P,Senior Unsecured,SSU,Foreign,BBB-,2005-09-20,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,S&P,Senior Unsecured,SSU,Domestic,BBB-,2020-09-15,--,,--,,EUR,2024-11-25
MOL Magyar Olaj es Gazipari Nyrt,S&P,Long-term Issuer Rating,SPI,Foreign,BBB-,2017-11-15,--,,STABLE,2020-03-25,EURUKE,2024-11-25
MOL Magyar Olaj es Gazipari Nyrt,S&P,Long-term Issuer Rating,SPI,Foreign,BB+,2016-07-19,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,S&P,Long-term Issuer Rating,SPI,Foreign,BB,2013-12-20,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,S&P,Long-term Issuer Rating,SPI,Foreign,BB+,2008-11-25,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,S&P,Long-term Issuer Rating,SPI,Foreign,BBB-,2005-09-16,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,S&P,Long-term Issuer Rating,SPI,Domestic,BBB-,2017-11-15,--,,STABLE,2020-03-25,EURUKE,2024-11-25
MOL Magyar Olaj es Gazipari Nyrt,S&P,Long-term Issuer Rating,SPI,Domestic,BB+,2016-07-19,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,S&P,Long-term Issuer Rating,SPI,Domestic,BB,2013-12-20,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,S&P,Long-term Issuer Rating,SPI,Domestic,BB+,2008-11-25,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,S&P,Long-term Issuer Rating,SPI,Domestic,BBB-,2005-09-16,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,Moody's,Senior Unsecured,MSU,Foreign,WR **,2023-04-28,--,,--,,EURUKE,
MOL Magyar Olaj es Gazipari Nyrt,Moody's,Senior Unsecured,MSU,Foreign,Baa3,2017-03-31,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,Moody's,Long-term Issuer Rating,MIS,Foreign,WR **,2024-12-03,--,,--,,EURUKE,
MOL Magyar Olaj es Gazipari Nyrt,Moody's,Long-term Issuer Rating,MIS,Foreign,Baa3,2017-03-31,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,Moody's,Long-term Issuer Rating,MIS,Domestic,WR **,2024-12-03,--,,--,,EURUKE,
MOL Magyar Olaj es Gazipari Nyrt,Moody's,Long-term Issuer Rating,MIS,Domestic,Baa3,2017-03-31,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,Fitch,Senior Unsecured,FSU,Foreign,BBB-,2016-03-24,--,,--,,EURUKE,2025-12-17
MOL Magyar Olaj es Gazipari Nyrt,Fitch,Senior Unsecured,FSU,Foreign,WD,2015-10-05,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,Fitch,Senior Unsecured,FSU,Foreign,BBB-,2010-03-29,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,Fitch,Senior Unsecured,FSU,Domestic,BBB-,2014-07-11,--,,--,,EURUKE,2025-12-17
MOL Magyar Olaj es Gazipari Nyrt,Fitch,Short-term Issuer Default Rating,FDS,Foreign,F3,2010-03-29,--,,--,,EURUKE,2025-12-17
MOL Magyar Olaj es Gazipari Nyrt,Fitch,Short-term Issuer Default Rating,FDS,Domestic,F3,2022-06-08,--,,--,,EUR,
MOL Magyar Olaj es Gazipari Nyrt,Fitch,Short-term Issuer Default Rating,FDS,Domestic,WD,2019-08-01,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,Fitch,Short-term Issuer Default Rating,FDS,Domestic,F3,2010-03-29,,,,,,
MOL Magyar Olaj es Gazipari Nyrt,Fitch,Long-term Issuer Default Rating,FDL,Foreign,BBB-,2010-03-29,--,,Sta,2025-12-17,EURUKE,2025-12-17
MOL Magyar Olaj es Gazipari Nyrt,Fitch,Long-term Issuer Default Rating,FDL,Domestic,BBB-,2010-03-29,--,,Sta,2025-12-17,EURUKE,2025-12-17
National Grid Electricity Distribution (East Midlands) PLC,S&P,Senior Unsecured,SSU,Foreign,BBB+,2022-09-20,--,,--,,EUEUKR,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Senior Unsecured,SSU,Domestic,BBB+,2021-09-06,--,,--,,EUEUKR,2022-01-12
National Grid Electricity Distribution (East Midlands) PLC,S&P,Senior Unsecured,SSU,Domestic,A-,2015-06-03,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Senior Unsecured,SSU,Domestic,BBB,2011-04-12,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Long-term Issuer Rating,SPI,Foreign,BBB+,2021-09-06,--,,STABLE,2021-09-06,EUEUKR,2022-01-12
National Grid Electricity Distribution (East Midlands) PLC,S&P,Long-term Issuer Rating,SPI,Foreign,A-,2015-06-03,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Long-term Issuer Rating,SPI,Foreign,BBB,2011-04-12,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Long-term Issuer Rating,SPI,Foreign,BBB+,2011-03-04,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Long-term Issuer Rating,SPI,Foreign,A,2008-06-23,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Long-term Issuer Rating,SPI,Foreign,A-,2003-04-16,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Long-term Issuer Rating,SPI,Domestic,BBB+,2021-09-06,--,,STABLE,2021-09-06,EUEUKR,2022-01-12
National Grid Electricity Distribution (East Midlands) PLC,S&P,Long-term Issuer Rating,SPI,Domestic,A-,2015-06-03,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Long-term Issuer Rating,SPI,Domestic,BBB,2011-04-12,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Long-term Issuer Rating,SPI,Domestic,BBB+,2011-03-04,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Long-term Issuer Rating,SPI,Domestic,A,2008-06-23,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Long-term Issuer Rating,SPI,Domestic,A-,2003-04-16,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Long-term Senior Unsecured MTN Rating,SMU,Foreign,BBB+,2021-09-06,--,,--,,EUEUKR,2022-01-12
National Grid Electricity Distribution (East Midlands) PLC,S&P,Long-term Senior Unsecured MTN Rating,SMU,Foreign,A-,2015-06-03,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Long-term Senior Unsecured MTN Rating,SMU,Foreign,BBB,2011-05-03,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Long-term Senior Unsecured MTN Rating,SMU,Domestic,BBB+,2021-09-06,--,,--,,EUEUKR,2022-01-12
National Grid Electricity Distribution (East Midlands) PLC,S&P,Long-term Senior Unsecured MTN Rating,SMU,Domestic,A-,2015-06-03,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Long-term Senior Unsecured MTN Rating,SMU,Domestic,BBB,2011-05-03,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Short-term Issuer Credit Rating,SIS,Foreign,A-2,2011-04-15,--,,--,,EUEUKR,2023-04-18
National Grid Electricity Distribution (East Midlands) PLC,S&P,Short-term Issuer Credit Rating,SIS,Foreign,A-3,2011-04-12,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Short-term Issuer Credit Rating,SIS,Foreign,A-2,2011-03-04,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Short-term Issuer Credit Rating,SIS,Foreign,A-1,2008-06-23,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Short-term Issuer Credit Rating,SIS,Foreign,A-2,2003-04-16,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Short-term Issuer Credit Rating,SIS,Domestic,A-2,2011-04-15,--,,--,,EUEUKR,2023-04-18
National Grid Electricity Distribution (East Midlands) PLC,S&P,Short-term Issuer Credit Rating,SIS,Domestic,A-3,2011-04-12,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Short-term Issuer Credit Rating,SIS,Domestic,A-2,2011-03-04,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Short-term Issuer Credit Rating,SIS,Domestic,A-1,2008-06-23,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,S&P,Short-term Issuer Credit Rating,SIS,Domestic,A-2,2003-04-16,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,Moody's,Senior Unsecured,MSU,Foreign,Baa1,2022-09-16,--,,--,,EUEUKR,2023-02-23
National Grid Electricity Distribution (East Midlands) PLC,Moody's,Senior Unsecured,MSU,Domestic,Baa1,2011-04-18,--,,--,,EUEUKR,2023-02-23
National Grid Electricity Distribution (East Midlands) PLC,Moody's,Short-term Issuer Rating,MSS,Foreign,WR,2015-11-25,--,,--,,EUR,
National Grid Electricity Distribution (East Midlands) PLC,Moody's,Short-term Issuer Rating,MSS,Foreign,P-2,2003-06-16,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,Moody's,Short-term Issuer Rating,MSS,Domestic,WR,2015-11-25,--,,--,,EUR,
National Grid Electricity Distribution (East Midlands) PLC,Moody's,Short-term Issuer Rating,MSS,Domestic,P-2,2003-06-16,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,Moody's,Long-term Senior Unsecured MTN Rating,MMU,Domestic,(P)Baa1 *,2014-10-31,--,,--,,EUEUKR,2023-02-23
National Grid Electricity Distribution (East Midlands) PLC,Moody's,Long-term Issuer Rating,MIS,Foreign,Baa1,2011-04-18,--,,--,,EUEUKR,2023-02-23
National Grid Electricity Distribution (East Midlands) PLC,Moody's,Long-term Issuer Rating,MIS,Foreign,A3,2003-06-16,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,Moody's,Long-term Issuer Rating,MIS,Domestic,Baa1,2011-04-18,--,,--,,EUEUKR,2023-02-23
National Grid Electricity Distribution (East Midlands) PLC,Moody's,Long-term Issuer Rating,MIS,Domestic,A3,2003-06-16,,,,,,
National Grid Electricity Distribution (East Midlands) PLC,Moody's,Derived Long-term Issuer Rating,MDL,Foreign,Baa1,2023-02-23,--,,STA,2023-02-23,EUEUKR,
National Grid Electricity Distribution (East Midlands) PLC,Moody's,Derived Long-term Issuer Rating,MDL,Domestic,Baa1,2023-02-23,--,,STA,2023-02-23,EUEUKR,
National Grid Electricity Transmission PLC,S&P,Senior Unsecured,SSU,Foreign,BBB+,2021-03-02,--,,--,,EUEUKR,2025-04-25
National Grid Electricity Transmission PLC,S&P,Senior Unsecured,SSU,Foreign,A-,2007-08-24,,,,,,
National Grid Electricity Transmission PLC,S&P,Senior Unsecured,SSU,Foreign,A,2003-04-07,,,,,,
National Grid Electricity Transmission PLC,S&P,Senior Unsecured,SSU,Domestic,BBB+,2021-03-02,--,,--,,EUEUKR,2025-04-25
